FILE,CELL,N_Q570,N_Q670,N_GFP,dose,normalized_Q570
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_4,9,160,2,0.01,0.05625
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_5,13,64,4,0.01,0.203125
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_6,104,163,11,0.01,0.6380368098159509
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_7,19,86,12,0.01,0.22093023255813954
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_8,108,84,6,0.01,1.2857142857142858
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_10,42,153,10,0.01,0.27450980392156865
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_11,3,108,5,0.01,0.027777777777777776
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_12,20,122,5,0.01,0.16393442622950818
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_13,11,118,2,0.01,0.09322033898305085
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_14,7,88,4,0.01,0.07954545454545454
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_15,62,143,12,0.01,0.43356643356643354
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_16,90,75,17,0.01,1.2
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_17,117,107,14,0.01,1.0934579439252337
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_19,14,116,8,0.01,0.1206896551724138
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_20,112,62,4,0.01,1.8064516129032258
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_21,6,50,3,0.01,0.12
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_1,107,155,21,0.01,0.6903225806451613
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_2,102,100,21,0.01,1.02
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_3,104,126,3,0.01,0.8253968253968254
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_4,83,133,19,0.01,0.6240601503759399
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_5,92,205,31,0.01,0.44878048780487806
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_6,161,164,7,0.01,0.9817073170731707
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_7,4,82,1,0.01,0.04878048780487805
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_8,90,134,29,0.01,0.6716417910447762
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_9,114,85,40,0.01,1.3411764705882352
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_10,11,130,1,0.01,0.08461538461538462
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_11,11,119,0,0.01,0.09243697478991597
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_12,30,204,4,0.01,0.14705882352941177
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_13,10,276,3,0.01,0.036231884057971016
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_14,6,86,2,0.01,0.06976744186046512
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_15,10,106,7,0.01,0.09433962264150944
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_16,121,120,9,0.01,1.0083333333333333
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_1,82,154,2,0.01,0.5324675324675324
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_2,64,61,8,0.01,1.0491803278688525
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_3,51,143,18,0.01,0.35664335664335667
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_4,114,95,6,0.01,1.2
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_7,4,192,2,0.01,0.020833333333333332
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_8,11,164,6,0.01,0.06707317073170732
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_9,128,124,15,0.01,1.032258064516129
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_10,35,183,0,0.01,0.1912568306010929
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_11,59,148,11,0.01,0.39864864864864863
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_12,15,97,10,0.01,0.15463917525773196
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_13,7,100,1,0.01,0.07
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_14,101,131,10,0.01,0.7709923664122137
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_15,16,100,5,0.01,0.16
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_18,94,97,8,0.01,0.9690721649484536
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_19,9,152,1,0.01,0.05921052631578947
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_20,12,109,1,0.01,0.11009174311926606
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_22,91,107,21,0.01,0.8504672897196262
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_23,10,104,8,0.01,0.09615384615384616
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_24,18,76,1,0.01,0.23684210526315788
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_1,5,66,4,0.01,0.07575757575757576
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_2,12,54,14,0.01,0.2222222222222222
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_3,66,82,12,0.01,0.8048780487804879
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_4,119,130,24,0.01,0.9153846153846154
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_5,83,151,17,0.01,0.5496688741721855
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_6,74,99,2,0.01,0.7474747474747475
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_7,125,197,23,0.01,0.6345177664974619
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_8,17,136,5,0.01,0.125
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_9,6,39,3,0.01,0.15384615384615385
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_10,98,101,10,0.01,0.9702970297029703
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_11,22,111,9,0.01,0.1981981981981982
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_12,12,201,12,0.01,0.05970149253731343
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_13,10,127,0,0.01,0.07874015748031496
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_14,100,161,4,0.01,0.6211180124223602
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_15,13,102,4,0.01,0.12745098039215685
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_17,106,115,19,0.01,0.9217391304347826
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_1,60,161,18,0.01,0.37267080745341613
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_2,122,218,16,0.01,0.5596330275229358
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_3,114,118,10,0.01,0.9661016949152542
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_4,10,162,3,0.01,0.06172839506172839
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_5,13,97,14,0.01,0.13402061855670103
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_6,5,111,3,0.01,0.04504504504504504
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_7,6,108,0,0.01,0.05555555555555555
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_8,5,124,1,0.01,0.04032258064516129
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_9,45,182,5,0.01,0.24725274725274726
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_10,8,188,14,0.01,0.0425531914893617
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_11,53,75,11,0.01,0.7066666666666667
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_12,113,104,6,0.01,1.0865384615384615
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_13,83,96,19,0.01,0.8645833333333334
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_14,80,70,1,0.01,1.1428571428571428
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_15,71,116,10,0.01,0.6120689655172413
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_16,132,134,20,0.01,0.9850746268656716
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_17,5,237,0,0.01,0.02109704641350211
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_19,64,163,12,0.01,0.39263803680981596
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_1,15,139,13,0.01,0.1079136690647482
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_2,0,69,0,0.01,0
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_3,13,68,0,0.01,0.19117647058823528
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_4,6,81,0,0.01,0.07407407407407407
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_5,6,38,5,0.01,0.15789473684210525
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_6,11,120,2,0.01,0.09166666666666666
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_7,10,119,0,0.01,0.08403361344537816
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_8,28,65,1,0.01,0.4307692307692308
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_9,63,79,11,0.01,0.7974683544303798
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_10,57,81,11,0.01,0.7037037037037037
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_11,9,171,3,0.01,0.05263157894736842
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_12,3,60,3,0.01,0.05
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_13,137,153,12,0.01,0.8954248366013072
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_14,4,143,1,0.01,0.027972027972027972
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_15,104,71,1,0.01,1.4647887323943662
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_16,18,95,14,0.01,0.18947368421052632
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_17,55,63,7,0.01,0.873015873015873
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_1,56,257,2,0.01,0.2178988326848249
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_2,120,82,13,0.01,1.4634146341463414
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_3,145,258,24,0.01,0.562015503875969
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_4,96,157,16,0.01,0.6114649681528662
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_5,98,123,6,0.01,0.7967479674796748
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_6,99,104,9,0.01,0.9519230769230769
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_7,101,78,12,0.01,1.294871794871795
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_8,82,80,10,0.01,1.025
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_9,21,154,11,0.01,0.13636363636363635
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_10,45,76,4,0.01,0.5921052631578947
