FILE,CELL,N_Q570,N_Q670,N_GFP,dose,normalized_Q570
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_11,9,71,6,0.01,0.1267605633802817
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_12,4,10,3,0.01,0.4
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_13,90,110,21,0.01,0.8181818181818182
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_14,1,96,2,0.01,0.010416666666666666
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_15,124,213,11,0.01,0.5821596244131455
20200715_DT40_RELAGFP_NFKBIA_M4_0.01ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_16,88,111,6,0.01,0.7927927927927928
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_1,75,66,11,0.1,1.1363636363636365
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_2,8,44,0,0.1,0.18181818181818182
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_3,51,70,12,0.1,0.7285714285714285
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_4,49,39,4,0.1,1.2564102564102564
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_5,78,83,12,0.1,0.9397590361445783
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_6,10,51,2,0.1,0.19607843137254902
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_7,101,126,12,0.1,0.8015873015873016
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_8,60,55,9,0.1,1.0909090909090908
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_9,71,44,3,0.1,1.6136363636363635
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_10,69,151,14,0.1,0.45695364238410596
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_11,33,39,10,0.1,0.8461538461538461
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_12,80,55,7,0.1,1.4545454545454546
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_13,68,49,3,0.1,1.3877551020408163
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_14,65,58,6,0.1,1.1206896551724137
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_15,6,82,17,0.1,0.07317073170731707
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_16,84,97,4,0.1,0.865979381443299
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_1,77,40,10,0.1,1.925
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_2,5,84,4,0.1,0.05952380952380952
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_3,6,85,4,0.1,0.07058823529411765
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_4,114,94,8,0.1,1.2127659574468086
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_5,72,138,20,0.1,0.5217391304347826
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_6,79,83,9,0.1,0.9518072289156626
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_7,28,31,1,0.1,0.9032258064516129
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_8,20,131,3,0.1,0.15267175572519084
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_9,75,114,16,0.1,0.6578947368421053
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_10,113,77,11,0.1,1.4675324675324675
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_11,2,168,4,0.1,0.011904761904761904
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_12,4,52,1,0.1,0.07692307692307693
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_13,36,89,11,0.1,0.4044943820224719
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_14,77,152,11,0.1,0.506578947368421
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_16,5,83,1,0.1,0.060240963855421686
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_17,60,35,6,0.1,1.7142857142857142
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_18,3,112,5,0.1,0.026785714285714284
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_20,6,131,5,0.1,0.04580152671755725
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_21,78,93,4,0.1,0.8387096774193549
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_1,55,47,8,0.1,1.1702127659574468
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_2,44,75,5,0.1,0.5866666666666667
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_3,10,138,5,0.1,0.07246376811594203
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_4,11,136,5,0.1,0.08088235294117647
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_5,90,61,15,0.1,1.4754098360655739
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_7,109,44,24,0.1,2.477272727272727
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_9,63,21,5,0.1,3
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_10,5,195,0,0.1,0.02564102564102564
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_11,103,83,4,0.1,1.2409638554216869
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_12,26,49,0,0.1,0.5306122448979592
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_13,6,79,6,0.1,0.0759493670886076
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_15,12,132,1,0.1,0.09090909090909091
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_16,81,100,14,0.1,0.81
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_18,110,179,0,0.1,0.6145251396648045
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_19,92,70,23,0.1,1.3142857142857143
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_20,13,63,4,0.1,0.20634920634920634
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_21,23,87,4,0.1,0.26436781609195403
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_22,51,63,12,0.1,0.8095238095238095
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_1,63,34,4,0.1,1.8529411764705883
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_2,117,48,9,0.1,2.4375
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_3,19,197,4,0.1,0.09644670050761421
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_4,10,140,3,0.1,0.07142857142857142
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_5,30,145,0,0.1,0.20689655172413793
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_6,73,59,11,0.1,1.2372881355932204
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_7,68,96,10,0.1,0.7083333333333334
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_8,47,33,23,0.1,1.4242424242424243
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_9,76,136,28,0.1,0.5588235294117647
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_10,7,60,0,0.1,0.11666666666666667
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_11,66,61,9,0.1,1.0819672131147542
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_12,52,80,16,0.1,0.65
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_13,13,126,1,0.1,0.10317460317460317
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_14,4,37,1,0.1,0.10810810810810811
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_15,85,95,7,0.1,0.8947368421052632
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_16,60,89,11,0.1,0.6741573033707865
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_19,5,67,8,0.1,0.07462686567164178
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_1,1,127,6,0.1,0.007874015748031496
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_3,68,80,11,0.1,0.85
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_5,36,67,20,0.1,0.5373134328358209
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_6,34,82,21,0.1,0.4146341463414634
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_7,4,76,12,0.1,0.05263157894736842
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_8,66,64,9,0.1,1.03125
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_9,63,46,10,0.1,1.3695652173913044
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_11,65,51,3,0.1,1.2745098039215685
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_12,57,64,0,0.1,0.890625
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_13,24,85,6,0.1,0.2823529411764706
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_14,70,60,7,0.1,1.1666666666666667
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_15,19,22,1,0.1,0.8636363636363636
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_16,16,21,2,0.1,0.7619047619047619
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_17,15,64,5,0.1,0.234375
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_18,73,35,8,0.1,2.085714285714286
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_19,13,61,3,0.1,0.21311475409836064
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_1,12,89,11,0.1,0.1348314606741573
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_2,2,72,2,0.1,0.027777777777777776
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_3,59,176,12,0.1,0.3352272727272727
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_4,63,50,7,0.1,1.26
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_5,51,126,11,0.1,0.40476190476190477
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_6,20,104,7,0.1,0.19230769230769232
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_7,105,72,6,0.1,1.4583333333333333
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_8,74,175,18,0.1,0.4228571428571429
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_9,15,101,0,0.1,0.1485148514851485
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_10,72,53,2,0.1,1.3584905660377358
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_11,4,90,3,0.1,0.044444444444444446
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_12,32,151,3,0.1,0.2119205298013245
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_13,60,63,23,0.1,0.9523809523809523
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_14,3,84,2,0.1,0.03571428571428571
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_15,72,75,11,0.1,0.96
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_16,46,169,10,0.1,0.27218934911242604
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_1,42,49,6,0.1,0.8571428571428571
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_2,21,114,4,0.1,0.18421052631578946
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_3,74,78,6,0.1,0.9487179487179487
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_4,103,70,10,0.1,1.4714285714285715
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_5,150,100,20,0.1,1.5
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_7,93,254,35,0.1,0.3661417322834646
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_8,124,67,4,0.1,1.8507462686567164
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_9,7,91,2,0.1,0.07692307692307693
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_10,2,157,2,0.1,0.012738853503184714
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_11,7,192,14,0.1,0.036458333333333336
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_12,9,218,21,0.1,0.04128440366972477
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_13,61,51,20,0.1,1.196078431372549
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_14,78,94,5,0.1,0.8297872340425532
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_15,8,53,2,0.1,0.1509433962264151
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_16,99,163,24,0.1,0.6073619631901841
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_17,72,80,15,0.1,0.9
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_18,77,94,13,0.1,0.8191489361702128
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_4,121,101,24,0.1,1.198019801980198
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_5,215,103,16,0.1,2.087378640776699
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_6,95,132,11,0.1,0.7196969696969697
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_7,102,63,26,0.1,1.619047619047619
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_9,73,130,14,0.1,0.5615384615384615
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_11,90,99,16,0.1,0.9090909090909091
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_12,137,103,15,0.1,1.3300970873786409
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_13,6,59,4,0.1,0.1016949152542373
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_14,8,158,0,0.1,0.05063291139240506
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_15,68,92,0,0.1,0.7391304347826086
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_16,80,68,17,0.1,1.1764705882352942
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_17,6,123,0,0.1,0.04878048780487805
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_18,66,89,4,0.1,0.7415730337078652
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_20,52,148,8,0.1,0.35135135135135137
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_21,84,148,25,0.1,0.5675675675675675
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_22,101,182,13,0.1,0.554945054945055
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_1,77,29,10,0.1,2.6551724137931036
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_2,73,61,8,0.1,1.1967213114754098
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_3,55,35,11,0.1,1.5714285714285714
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_4,17,50,0,0.1,0.34
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_5,13,19,0,0.1,0.6842105263157895
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_6,46,85,2,0.1,0.5411764705882353
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_7,47,34,16,0.1,1.3823529411764706
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_10,39,77,20,0.1,0.5064935064935064
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_11,15,89,2,0.1,0.16853932584269662
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_12,78,43,9,0.1,1.813953488372093
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_13,62,48,13,0.1,1.2916666666666667
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_14,68,58,8,0.1,1.1724137931034482
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_15,15,74,3,0.1,0.20270270270270271
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_16,66,83,12,0.1,0.7951807228915663
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_1,59,104,14,0.1,0.5673076923076923
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_2,81,119,5,0.1,0.680672268907563
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_3,96,76,8,0.1,1.263157894736842
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_4,106,157,6,0.1,0.6751592356687898
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_5,22,124,15,0.1,0.1774193548387097
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_6,120,76,1,0.1,1.5789473684210527
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_8,62,75,27,0.1,0.8266666666666667
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_9,85,54,24,0.1,1.5740740740740742
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_10,141,88,24,0.1,1.6022727272727273
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_12,98,42,10,0.1,2.3333333333333335
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_13,106,57,9,0.1,1.8596491228070176
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_14,68,80,9,0.1,0.85
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_15,40,57,15,0.1,0.7017543859649122
20200715_DT40_RELAGFP_NFKBIA_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_16,49,61,15,0.1,0.8032786885245902
20200715_DT40_RELAGFP_NFKBIA_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_1,10,121,0,0,0.08264462809917356
20200715_DT40_RELAGFP_NFKBIA_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_2,11,84,2,0,0.13095238095238096
20200715_DT40_RELAGFP_NFKBIA_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_3,22,145,10,0,0.15172413793103448
20200715_DT40_RELAGFP_NFKBIA_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_6,20,294,0,0,0.06802721088435375
20200715_DT40_RELAGFP_NFKBIA_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_7,10,91,0,0,0.10989010989010989
20200715_DT40_RELAGFP_NFKBIA_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_8,27,93,5,0,0.2903225806451613
20200715_DT40_RELAGFP_NFKBIA_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_9,22,84,3,0,0.2619047619047619
