FILE,CELL,N_Q570,N_Q670,N_GFP,dose,normalized_Q570
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_12,1,153,4,0,0.006535947712418301
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_13,0,68,1,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_14,3,114,6,0,0.02631578947368421
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_16,0,121,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_1,7,197,12,0,0.03553299492385787
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_2,2,93,7,0,0.021505376344086023
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_3,1,251,0,0,0.00398406374501992
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_4,1,115,2,0,0.008695652173913044
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_5,4,103,1,0,0.038834951456310676
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_7,1,114,2,0,0.008771929824561403
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_8,5,175,3,0,0.02857142857142857
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_9,0,50,4,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_10,0,166,4,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_11,2,103,1,0,0.019417475728155338
20200715_DT40_RELAGFP_CD83_M4_0ugml_05_R3D_D3D_Q570_outline.txt,Cell_13,0,103,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_1,0,192,8,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_2,1,82,0,0,0.012195121951219513
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_3,0,114,1,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_5,2,263,7,0,0.0076045627376425855
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,153,2,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_7,8,113,9,0,0.07079646017699115
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_8,4,161,5,0,0.024844720496894408
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_9,5,87,6,0,0.05747126436781609
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_10,0,183,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_11,1,184,1,0,0.005434782608695652
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_12,2,142,7,0,0.014084507042253521
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_13,2,80,9,0,0.025
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_14,1,183,2,0,0.00546448087431694
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_15,1,151,6,0,0.006622516556291391
20200715_DT40_RELAGFP_CD83_M4_0ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_16,0,74,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_1,1,68,11,0,0.014705882352941176
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_2,0,118,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_3,0,73,5,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_5,0,166,2,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,86,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_7,2,70,7,0,0.02857142857142857
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_8,0,90,5,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_9,3,181,1,0,0.016574585635359115
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_10,0,93,2,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_11,0,185,1,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_12,0,97,3,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_1,0,120,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_2,2,99,4,0,0.020202020202020204
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_3,0,132,1,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_4,2,143,1,0,0.013986013986013986
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_5,0,48,3,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,93,4,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_7,0,155,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_8,0,115,7,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_9,1,116,2,0,0.008620689655172414
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_10,2,118,9,0,0.01694915254237288
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_11,0,164,2,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_12,4,114,1,0,0.03508771929824561
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_13,2,95,5,0,0.021052631578947368
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_14,1,72,4,0,0.013888888888888888
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_15,1,63,7,0,0.015873015873015872
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_18,1,78,9,0,0.01282051282051282
20200715_DT40_RELAGFP_CD83_M4_0ugml_08_R3D_D3D_Q570_outline.txt,Cell_19,4,154,6,0,0.025974025974025976
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_1,0,85,3,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_2,1,67,8,0,0.014925373134328358
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_3,2,82,11,0,0.024390243902439025
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_4,0,53,8,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_5,4,188,7,0,0.02127659574468085
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,55,2,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_7,2,98,4,0,0.02040816326530612
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_8,3,43,3,0,0.06976744186046512
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_9,0,162,4,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_10,3,135,5,0,0.022222222222222223
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_11,0,88,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_13,4,88,9,0,0.045454545454545456
20200715_DT40_RELAGFP_CD83_M4_0ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_14,0,53,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_3,8,39,17,0,0.20512820512820512
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_4,0,0,4,0,NaN
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_5,0,0,0,0,NaN
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,0,0,0,NaN
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_8,0,3,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_9,0,90,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_10,0,6,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_11,0,31,3,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_12,2,18,2,0,0.1111111111111111
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_1,10,58,9,1,0.1724137931034483
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_2,18,98,14,1,0.1836734693877551
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_3,17,191,18,1,0.08900523560209424
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_4,5,214,14,1,0.02336448598130841
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_5,5,117,14,1,0.042735042735042736
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,201,0,1,0
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_7,30,83,21,1,0.3614457831325301
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_8,11,100,18,1,0.11
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_9,17,188,4,1,0.09042553191489362
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_10,13,94,16,1,0.13829787234042554
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_11,31,103,13,1,0.30097087378640774
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_12,0,247,0,1,0
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_13,1,59,1,1,0.01694915254237288
20200715_DT40_RELAGFP_CD83_M4_1ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_14,1,155,2,1,0.0064516129032258064
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_2,74,53,21,1,1.3962264150943395
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_3,102,188,14,1,0.5425531914893617
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_4,26,79,11,1,0.3291139240506329
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_5,29,97,18,1,0.29896907216494845
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_6,25,187,1,1,0.13368983957219252
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_7,78,211,17,1,0.3696682464454976
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_8,67,236,15,1,0.2838983050847458
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_9,27,201,10,1,0.13432835820895522
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_10,55,122,11,1,0.45081967213114754
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_11,4,179,3,1,0.0223463687150838
20200715_DT40_RELAGFP_CD83_M4_1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_12,20,226,32,1,0.08849557522123894
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_1,35,126,24,1,0.2777777777777778
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_2,12,155,19,1,0.07741935483870968
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_3,105,163,4,1,0.6441717791411042
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_4,8,118,20,1,0.06779661016949153
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_6,16,119,2,1,0.13445378151260504
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_7,33,126,6,1,0.2619047619047619
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_8,16,165,17,1,0.09696969696969697
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_9,27,122,0,1,0.22131147540983606
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_10,26,145,12,1,0.1793103448275862
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_11,24,62,8,1,0.3870967741935484
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_12,9,106,4,1,0.08490566037735849
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_13,2,163,6,1,0.012269938650306749
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_14,26,114,17,1,0.22807017543859648
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_15,6,147,12,1,0.04081632653061224
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_16,27,115,6,1,0.23478260869565218
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_17,49,171,6,1,0.28654970760233917
20200715_DT40_RELAGFP_CD83_M4_1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_18,40,146,9,1,0.273972602739726
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_1,26,160,16,1,0.1625
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_3,104,77,16,1,1.3506493506493507
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_4,75,89,3,1,0.8426966292134831
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_6,41,95,3,1,0.43157894736842106
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_7,3,212,6,1,0.014150943396226415
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_8,44,75,16,1,0.5866666666666667
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_9,71,133,8,1,0.5338345864661654
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_10,30,120,29,1,0.25
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_11,12,52,3,1,0.23076923076923078
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_12,26,143,20,1,0.18181818181818182
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_13,31,148,22,1,0.20945945945945946
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_14,5,248,3,1,0.020161290322580645
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_15,34,136,10,1,0.25
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_17,9,79,10,1,0.11392405063291139
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_18,3,160,8,1,0.01875
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_19,17,128,11,1,0.1328125
20200715_DT40_RELAGFP_CD83_M4_1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_20,5,89,22,1,0.056179775280898875
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_1,25,119,20,1,0.21008403361344538
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_2,13,193,10,1,0.06735751295336788
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_3,30,80,5,1,0.375
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_4,9,188,1,1,0.047872340425531915
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_5,28,96,11,1,0.2916666666666667
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_6,4,104,5,1,0.038461538461538464
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_7,1,141,3,1,0.0070921985815602835
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_8,15,125,7,1,0.12
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_9,17,131,10,1,0.1297709923664122
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_10,12,108,3,1,0.1111111111111111
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_11,4,212,12,1,0.018867924528301886
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_12,27,86,15,1,0.313953488372093
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_13,10,104,10,1,0.09615384615384616
20200715_DT40_RELAGFP_CD83_M4_1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_14,22,170,10,1,0.12941176470588237
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_1,35,153,10,1,0.22875816993464052
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_2,26,127,27,1,0.2047244094488189
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_3,8,145,18,1,0.05517241379310345
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_4,89,51,10,1,1.7450980392156863
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_5,12,129,23,1,0.09302325581395349
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,238,0,1,0
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_7,10,206,29,1,0.04854368932038835
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_8,13,82,8,1,0.15853658536585366
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_9,11,234,9,1,0.04700854700854701
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_10,13,121,9,1,0.10743801652892562
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_11,13,112,20,1,0.11607142857142858
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_12,22,138,16,1,0.15942028985507245
20200715_DT40_RELAGFP_CD83_M4_1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_13,6,125,9,1,0.048
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_1,8,48,6,1,0.16666666666666666
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_2,1,95,9,1,0.010526315789473684
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_3,53,51,2,1,1.0392156862745099
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_5,64,65,0,1,0.9846153846153847
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_6,31,129,7,1,0.24031007751937986
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_7,0,74,1,1,0
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_8,26,85,18,1,0.3058823529411765
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_10,27,55,1,1,0.4909090909090909
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_11,80,126,5,1,0.6349206349206349
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_12,17,77,8,1,0.22077922077922077
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_14,26,97,3,1,0.26804123711340205
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_15,7,126,9,1,0.05555555555555555
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_16,0,121,0,1,0
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_17,6,55,13,1,0.10909090909090909
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_18,26,139,7,1,0.18705035971223022
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_19,8,118,18,1,0.06779661016949153
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_21,12,73,10,1,0.1643835616438356
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_22,11,78,9,1,0.14102564102564102
20200715_DT40_RELAGFP_CD83_M4_1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_23,32,160,22,1,0.2
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_1,38,119,18,1,0.31932773109243695
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_2,13,180,10,1,0.07222222222222222
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_3,38,152,2,1,0.25
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_4,35,173,16,1,0.2023121387283237
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_5,51,64,15,1,0.796875
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_6,43,115,13,1,0.3739130434782609
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_7,15,320,25,1,0.046875
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_9,1,203,1,1,0.0049261083743842365
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_10,45,137,10,1,0.3284671532846715
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_11,9,96,0,1,0.09375
20200715_DT40_RELAGFP_CD83_M4_1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_12,1,223,1,1,0.004484304932735426
