FILE,CELL,N_Q570,N_Q670,N_GFP,dose,normalized_Q570
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_18,59,122,39,0.1,0.48360655737704916
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_02_R3D_D3D_Q570_outline.txt,Cell_21,14,135,15,0.1,0.1037037037037037
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_3,68,50,16,0.1,1.36
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_6,22,149,25,0.1,0.1476510067114094
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_7,43,162,14,0.1,0.2654320987654321
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_8,18,121,17,0.1,0.1487603305785124
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_9,46,118,15,0.1,0.3898305084745763
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_10,25,139,27,0.1,0.17985611510791366
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_11,0,119,0,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_12,3,127,2,0.1,0.023622047244094488
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_14,49,225,12,0.1,0.21777777777777776
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_16,16,103,4,0.1,0.1553398058252427
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_17,0,155,1,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_18,87,276,23,0.1,0.31521739130434784
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_19,0,155,0,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_20,52,108,22,0.1,0.48148148148148145
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_1,62,122,0,0.1,0.5081967213114754
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_2,44,108,23,0.1,0.4074074074074074
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_3,5,137,12,0.1,0.0364963503649635
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_4,26,184,20,0.1,0.14130434782608695
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_5,34,210,5,0.1,0.1619047619047619
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_6,15,158,11,0.1,0.0949367088607595
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_7,26,62,5,0.1,0.41935483870967744
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_8,1,254,1,0.1,0.003937007874015748
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_9,1,81,10,0.1,0.012345679012345678
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_10,2,99,1,0.1,0.020202020202020204
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_11,6,174,19,0.1,0.034482758620689655
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_12,9,205,4,0.1,0.04390243902439024
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_13,43,169,8,0.1,0.25443786982248523
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_14,44,175,26,0.1,0.25142857142857145
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_15,25,95,9,0.1,0.2631578947368421
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_16,78,61,0,0.1,1.278688524590164
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_17,40,107,8,0.1,0.37383177570093457
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_18,36,137,16,0.1,0.26277372262773724
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_1,7,80,16,0.1,0.0875
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_2,0,189,5,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_3,8,68,9,0.1,0.11764705882352941
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_4,13,169,11,0.1,0.07692307692307693
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_5,10,49,5,0.1,0.20408163265306123
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,296,0,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_7,2,114,3,0.1,0.017543859649122806
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_8,1,132,8,0.1,0.007575757575757576
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_9,34,53,18,0.1,0.6415094339622641
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_10,5,311,0,0.1,0.01607717041800643
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_11,12,79,29,0.1,0.1518987341772152
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_12,0,118,4,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_13,0,147,6,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_14,0,61,3,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_15,10,120,15,0.1,0.08333333333333333
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_16,0,135,2,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_17,6,181,3,0.1,0.03314917127071823
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_05_R3D_D3D_Q570_outline.txt,Cell_CP_18,17,116,20,0.1,0.14655172413793102
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_1,14,90,5,0.1,0.15555555555555556
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_2,31,113,14,0.1,0.2743362831858407
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_4,52,245,9,0.1,0.21224489795918366
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_5,1,106,4,0.1,0.009433962264150943
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_6,9,150,5,0.1,0.06
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_7,40,111,0,0.1,0.36036036036036034
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_8,1,152,5,0.1,0.006578947368421052
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_10,3,132,8,0.1,0.022727272727272728
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_11,3,156,0,0.1,0.019230769230769232
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_12,1,133,3,0.1,0.007518796992481203
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_13,12,100,18,0.1,0.12
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_14,8,134,1,0.1,0.05970149253731343
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_15,34,140,12,0.1,0.24285714285714285
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_16,37,114,4,0.1,0.32456140350877194
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_17,15,134,5,0.1,0.11194029850746269
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_06_R3D_D3D_Q570_outline.txt,Cell_CP_18,7,136,0,0.1,0.051470588235294115
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_1,56,54,11,0.1,1.037037037037037
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_2,14,111,5,0.1,0.12612612612612611
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_3,12,171,0,0.1,0.07017543859649122
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_5,27,41,9,0.1,0.6585365853658537
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_6,46,127,4,0.1,0.36220472440944884
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_7,14,153,21,0.1,0.0915032679738562
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_8,12,99,9,0.1,0.12121212121212122
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_9,6,89,10,0.1,0.06741573033707865
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_10,4,125,0,0.1,0.032
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_11,31,181,1,0.1,0.1712707182320442
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_13,1,174,0,0.1,0.005747126436781609
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_14,52,71,8,0.1,0.7323943661971831
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_15,0,87,0,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_16,11,130,8,0.1,0.08461538461538462
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_17,20,116,8,0.1,0.1724137931034483
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_18,53,96,7,0.1,0.5520833333333334
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_19,54,46,0,0.1,1.173913043478261
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_07_R3D_D3D_Q570_outline.txt,Cell_CP_20,45,123,8,0.1,0.36585365853658536
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_1,74,56,9,0.1,1.3214285714285714
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_2,6,75,0,0.1,0.08
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_3,56,137,9,0.1,0.40875912408759124
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_4,7,247,1,0.1,0.02834008097165992
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_6,14,91,19,0.1,0.15384615384615385
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_7,1,94,7,0.1,0.010638297872340425
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_8,3,149,15,0.1,0.020134228187919462
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_9,15,54,0,0.1,0.2777777777777778
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_10,1,147,5,0.1,0.006802721088435374
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_11,3,74,15,0.1,0.04054054054054054
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_12,38,120,12,0.1,0.31666666666666665
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_13,0,95,2,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_14,2,146,7,0.1,0.0136986301369863
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_15,7,262,0,0.1,0.026717557251908396
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_16,2,322,2,0.1,0.006211180124223602
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_08_R3D_D3D_Q570_outline.txt,Cell_CP_17,19,147,11,0.1,0.1292517006802721
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_1,7,238,1,0.1,0.029411764705882353
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_2,71,90,7,0.1,0.7888888888888889
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_3,8,92,11,0.1,0.08695652173913043
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_4,7,159,4,0.1,0.0440251572327044
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_5,33,70,8,0.1,0.4714285714285714
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_7,23,128,8,0.1,0.1796875
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_8,1,352,11,0.1,0.002840909090909091
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_9,2,122,7,0.1,0.01639344262295082
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_10,0,64,0,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_11,88,59,7,0.1,1.4915254237288136
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_12,0,292,0,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_13,62,157,11,0.1,0.39490445859872614
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_14,0,66,7,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_15,9,207,13,0.1,0.043478260869565216
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_16,27,242,26,0.1,0.1115702479338843
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_17,25,122,20,0.1,0.20491803278688525
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_18,66,86,7,0.1,0.7674418604651163
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_19,6,317,8,0.1,0.01892744479495268
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_09_R3D_D3D_Q570_outline.txt,Cell_CP_20,4,139,13,0.1,0.02877697841726619
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_1,19,191,21,0.1,0.09947643979057591
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_2,29,82,5,0.1,0.35365853658536583
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_3,30,111,5,0.1,0.2702702702702703
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_4,66,166,9,0.1,0.39759036144578314
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_5,1,165,3,0.1,0.006060606060606061
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_6,51,143,25,0.1,0.35664335664335667
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_7,107,161,8,0.1,0.6645962732919255
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_9,0,245,1,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_10,0,277,5,0.1,0
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_11,18,125,27,0.1,0.144
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_12,39,225,25,0.1,0.17333333333333334
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_13,10,75,1,0.1,0.13333333333333333
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_14,12,291,6,0.1,0.041237113402061855
20200715_DT40_RELAGFP_CD83_M4_0.1ugml_10_R3D_D3D_Q570_outline.txt,Cell_CP_15,6,185,12,0.1,0.032432432432432434
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_1,1,147,6,0,0.006802721088435374
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_2,4,119,7,0,0.03361344537815126
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_3,3,90,14,0,0.03333333333333333
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_4,2,55,1,0,0.03636363636363636
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_7,0,86,7,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_8,0,137,5,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_9,0,136,7,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_10,0,166,2,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_11,0,90,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_01_R3D_D3D_Q570_outline.txt,Cell_CP_12,0,66,3,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_1,1,145,1,0,0.006896551724137931
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_2,6,68,0,0,0.08823529411764706
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_3,5,200,12,0,0.025
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_5,0,156,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,219,1,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_7,1,199,4,0,0.005025125628140704
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_8,2,247,6,0,0.008097165991902834
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_9,0,222,12,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_10,0,202,5,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_11,0,113,6,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_14,1,104,1,0,0.009615384615384616
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_15,5,138,11,0,0.036231884057971016
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_16,1,111,3,0,0.009009009009009009
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_CP_17,3,87,6,0,0.034482758620689655
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_18,2,117,6,0,0.017094017094017096
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_19,1,65,0,0,0.015384615384615385
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_20,1,105,5,0,0.009523809523809525
20200715_DT40_RELAGFP_CD83_M4_0ugml_02_R3D_D3D_Q570_outline.txt,Cell_21,0,84,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_2,0,51,2,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_3,5,251,12,0,0.0199203187250996
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_5,1,206,2,0,0.0048543689320388345
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_6,0,70,5,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_7,7,202,19,0,0.034653465346534656
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_8,2,150,12,0,0.013333333333333334
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_9,0,72,8,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_10,1,82,2,0,0.012195121951219513
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_11,1,98,7,0,0.01020408163265306
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_12,0,93,3,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_13,0,94,0,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_14,8,213,17,0,0.03755868544600939
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_15,2,226,2,0,0.008849557522123894
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_16,2,80,3,0,0.025
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_CP_17,2,212,1,0,0.009433962264150943
20200715_DT40_RELAGFP_CD83_M4_0ugml_03_R3D_D3D_Q570_outline.txt,Cell_19,1,122,1,0,0.00819672131147541
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_1,3,93,9,0,0.03225806451612903
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_2,0,120,1,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_3,6,181,14,0,0.03314917127071823
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_4,0,71,8,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_5,0,220,5,0,0
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_6,5,158,3,0,0.03164556962025317
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_9,7,143,9,0,0.04895104895104895
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_10,5,75,0,0,0.06666666666666667
20200715_DT40_RELAGFP_CD83_M4_0ugml_04_R3D_D3D_Q570_outline.txt,Cell_CP_11,2,115,16,0,0.017391304347826087
